주소,업소명,업종,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
서울특별시 동작구 서달로14가길19 1층 1호,포항물회,한식_일반,02-824-8934,회덮밥,11000.0,비빔물회,12000.0,,
서울특별시 동작구 보라매로 73,풀향기 칼국수,한식_일반,02-817-8881,비빔밥,7000.0,,,,
서울특별시 동작구 사당동 324-17,풍미원,한식_육류,02-594-4579,오리주물럭,40000.0,,,,
서울특별시 동작구 여의대방로24길 97,한식뷔페식당,한식_일반,02-821-5201,백반,8000.0,,,,
서울특별시 동작구 상도로37길 68-1 (상도동) 1층,함지박,한식_일반,02-815-6007,우렁강된장(쌈밥),10000.0,,,,
"서울특별시 동작구 동작대로29길 91 상가동 302호(사당동, 우성2단지)",헤어 365,미용업,02-347-5955,커트,10000.0,파마,25000.0,,
서울특별시 동작구 현충로 106 (흑석동) .,현대헤어컷트,이용업,02-824-8464,커트,10000.0,,,,
서울특별시 동작구 등용로 107 1층(대방동),호순네집,한식_일반,02-812-9185,김치찌개,7000.0,,,,
"서울특별시 동작구 만양로19 상가동 137,138호(노량진동)",화이트세탁소,세탁업,02-816-7515,"수선(4,000~)",4000.0,양복세탁,6000.0,,
서울특별시 동작구 상도로 102 (상도동) 성대전통시장 2층,화풍정,한식_일반,02-814-3392,시래기밥,8000.0,,,,
서울특별시 동작구 신대방길 112-2,황금오리,한식_육류,02-831-6787,오리훈제,45000.0,,,,
서울특별시 동작구 서달로13길 5-23 (흑석동),황토정,한식_육류,02-814-4467,돼지갈비(250g),14000.0,,,,
서울특별시 동작구 성대로12길 8 1층(상도동),힐링헤어,미용업,02-609-1595,커트,10000.0,파마,30000.0,,
서울특별시 관악구 조원로16길 33 101호(신림동),감쪽같이,한식_일반,02-859-1616,뼈해장국,8000.0,,,,
서울특별시 관악구 난곡로 87 거북이분식,거북이분식,한식_일반,02-868-0887,김밥,2000.0,튀김(5개),2000.0,,
서울특별시 관악구 신림로 262,고기한판,한식_육류,02-871-2353,소고기(등심),15900.0,삼겹살,13900.0,,
서울특별시 관악구 신림로18가길 42 (신림동),고시칼국수,한식_면류,070-7803-0001,칼국수,5000.0,냉면,7000.0,,
서울특별시 관악구 시흥대로 578-3 공단사우나,공단사우나,목욕업,,목욕료,7000.0,,,,
서울특별시 관악구 은천로 117 1층,국수가땡긴다,한식_면류,0507-1359-5513,잔치국수,6000.0,비빔국수,6000.0,,
서울특별시 관악구 신림로 277 (신림동),국수회관,한식_면류,0507-1362-5663,칼국수,6000.0,잔치국수,4000.0,냉면,6000.0
서울특별시 관악구 조원로4길 37 (신림동),굿띵커피,기타요식업,0507-1342-5833,아메리카노,2500.0,국산차,3500.0,,
서울특별시 관악구 행운1길 14 (봉천동),김소선 헤어아트,미용업,02-887-9261,파마,20000.0,커트,7000.0,,
서울특별시 관악구 봉천로 575 (봉천동) 풍산빌딩 6층,김코치PT,기타비요식업,,헬스(1개월),59000.0,일일이용권,15000.0,,
서울특별시 관악구 신림로11길 71 (신림동),끌레오,미용업,02-872-1078,커트,8000.0,파마,25000.0,염색,20000.0
서울특별시 관악구 쑥고개로 133 나눔국수국수,나눔국수국수,한식_면류,0507-1480-9394,야채김밥,3500.0,비빔국수,7000.0,,
서울특별시 관악구 난곡로35길 3 난곡덮밥과김밥,난곡덮밥과김밥,한식_일반,,김밥,3000.0,참치김밥,4000.0,야채김밥,2500.0
서울특별시 관악구 청림3마길 26,내스타일프로,미용업,02-874-7166,커트,10000.0,파마,30000.0,,
서울특별시 관악구 호암로22길 81 (신림동),내친구김밥본점,한식_기타,02-873-0077,김밥,3000.0,라면,3500.0,비빔밥,6500.0
서울특별시 관악구 낙성대로3길 33-14 1층,네모네모,기타요식업,070-7626-9860,아메리카노,3000.0,,,,
서울특별시 관악구 난곡로 317 (신림동),네이밍카페커피GO!#1,기타요식업,0507-1313-4573,아메리카노,2900.0,,,,
서울특별시 관악구 남부순환로145길 11 (신림동),노랑머리미용실,미용업,02-864-6196,커트,10000.0,파마,20000.0,,
서울특별시 관악구 관악로 199 늘콩 서울대점,늘콩 서울대점,한식_일반,02-876-1121,전주비빔밥,6500.0,순두부찌개,7000.0,,
서울특별시 관악구 신림로58가길 7 (신림동),다리목,한식_일반,02-877-4369,김치찌개,7000.0,된장찌개,6000.0,비빔밥,6000.0
서울특별시 관악구 호암로24길 43 다부찌,다부찌,양식,02-879-1309,부대찌개,8500.0,,,,
서울특별시 관악구 호암로22길 69 신국고시원,대가왕돈카츠,한식_일반,0507-1481-1201,왕돈까스,9000.0,치즈까스,11000.0,,
서울특별시 관악구 장군봉2길 11 (봉천동),덕성이발관,이용업,02-882-5875,이용료(커트),8000.0,,,,
서울특별시 관악구 관악로 268 동화반점,동화반점,중식,02-874-0611,짜장면,5000.0,짬뽕,6000.0,,
"서울특별시 관악구 봉천로7길 23 (봉천동, 주흥빌딩)",만나칼국수,한식_면류,02-888-8564,칼국수,6000.0,비빔밥,6000.0,,
서울특별시 관악구 은천로41길 20 (봉천동),만리향,중식,02-885-5077,짬뽕,6500.0,자장면,5000.0,,
서울특별시 관악구 봉천로 612 맛있구마피자,맛있구마피자,양식,02-878-6312,콤비네이션M,19900.0,콤비네이션L,24900.0,,
서울특별시 관악구 쑥고개로 82 1층,머리깍자,이용업,,커트,7000.0,,,,
서울특별시 관악구 미성길 40 (신림동) 1층,머리잘hair,미용업,070-7543-7526,커트,15000.0,파마,40000.0,,
서울특별시 관악구 관악로 211 A동 1층 3호,모락미반,한식_일반,070-8287-0866,추어탕,9000.0,고등어구이,9000.0,,
서울특별시 관악구 신림로 275-1 (신림동),모아그린세탁소 (모아그린드라이방),세탁업,02-865-2484,세탁료(양복1벌),9000.0,,,,
서울특별시 관악구 남현1길 68-10 (남현동),목우촌부추삼겹살,한식_육류,02-588-7399,삽겹살,13000.0,냉면,5000.0,,
서울특별시 관악구 호암로26길 1 (신림동),미림17분칼라,기타비요식업,02-871-7070,인화료,200.0,,,,
서울특별시 관악구 호암로 553,미림분식,한식_일반,02-888-8567,즉석떡볶이,4500.0,물냉면,5000.0,비빔냉면,5000.0
서울특별시 관악구 은천로 92 103호(봉천동),바른꽈배기,기타요식업,02-877-7863,찹쌀꽈배기(3개),2500.0,,,,
서울특별시 관악구 신림로17길 20 1층,방실분식,한식_일반,070-7819-0301,한끼 삼겹 도시락,10400.0,,,,
서울특별시 관악구 봉천로 594-1 배할머니네 파절이 삼겹살,배할머니네 파절이 삼겹살,한식_일반,02-876-5477,김치찌개,6000.0,삼겹살,13900.0,백반,6000.0
서울특별시 관악구 호암로24길 11 백가집,백가집,한식_일반,02-885-5486,김치찌개,5500.0,된장찌개,5000.0,제육덮밥,6000.0
서울특별시 관악구 솔밭로 11-1 (봉천동) 1층,벌소,일식,02-877-7026,등심돈가스덮밥,10000.0,안심돈가스덮밥,12000.0,,
서울특별시 관악구 관천로11길 60 (신림동) 1층 좌측,별별헤어,미용업,,커트,8000.0,파마,30000.0,,
서울특별시 관악구 신림로 224 (신림동),빨리셀프크리닝,세탁업,02-872-8253,세탁료(양복1벌),3900.0,,,,
서울특별시 관악구 관천로12길 28-6 (신림동) 가윤 지하1층,사랑방스튜디오,기타비요식업,,보컬방,4000.0,,,,
서울특별시 관악구 관악로 111,산야로,한식_일반,02-889-3390,콩나물국밥,9000.0,,,,
서울특별시 관악구 보라매로 62 삼성미용실,삼성미용실,미용업,02-882-0009,커트,10000.0,,,,
서울특별시 관악구 관천로 36-1 (신림동),서울밥집,한식_일반,,김치찌개,6900.0,비빔밥,5900.0,,
서울특별시 관악구 장군봉1길 45 (봉천동),서울밥집 봉천점,한식_일반,,김치찌개,6900.0,비빔밥,5900.0,,
서울특별시 관악구 신림로 130 선짜장,선짜장,중식,070-4111-4097,짜장면,5000.0,짬뽕,7000.0,탕수육,10000.0
서울특별시 관악구 은천로 36 (봉천동),송림정,한식_육류,02-878-7777,삼겹살,13000.0,,,,
서울 관악구 신원로5길 21 1층,송이네닭집,한식_일반,02-863-8713,닭강정(대),10000.0,,,,
서울특별시 관악구 남부순환로 1534 수미용실,수미용실,미용업,,커트(학생),5000.0,,,,
서울특별시 관악구 남부순환로143나길 6 (신림동),수자타착한식당,한식_일반,02-865-8836,된장찌개,5000.0,,,,
서울 관악구 남부순환로248길 78 1층 105호,수제비손칼국수,한식_면류,02-876-2517,칼국수,5000.0,수제비,5000.0,,
서울특별시 관악구 남부순환로 1869 1층(봉천동),시민식당,한식_일반,02-872-1990,김치찌개,7000.0,비빔밥,6000.0,,
서울특별시 관악구 관천로 19 (신림동) 신원시장 A-68,시장탕수육,한식_분식,02-866-3995,야채김밥,3000.0,탕수육,4000.0,,
서울특별시 관악구 신림동7길 51 (신림동),신림닭볶음탕,한식_일반,02-883-9242,야채비빔밥,6000.0,,,,
서울특별시 관악구 관악로29길 14 (봉천동) (봉천동),심영희 헤어,미용업,,커트,10000.0,파마,30000.0,,
서울특별시 관악구 신림로11길 67 (신림동),어느멋진날,기타요식업,0507-1432-6779,아메리카노,2500.0,,,,
서울특별시 관악구 관악로 113 1층,얼큰수제비해물칼국수,한식_면류,02-888-0712,해물수제비,7500.0,,,,
서울특별시 관악구 신림로 280 1층(신림동),엄마가,한식_면류,,쫄면,5500.0,김밥,2500.0,김치볶음밥,6500.0
서울특별시 관악구 난곡로40길 16 (신림동),열린미용실,미용업,,커트,5000.0,파마,20000.0,,
서울특별시 관악구 장군봉2길 18 영희네국수집,영희네국수집,한식_면류,02-883-8182,멸치국수,5000.0,비빔국수,5500.0,,
서울특별시 관악구 호암로24길 56 예소담,예소담,한식_면류,02-882-9050,부대찌개,8000.0,고등어구이,9500.0,,
서울특별시 관악구 청림6길 19-1 (봉천동),오늘도원헤,미용업,,커트,11000.0,,,,
서울특별시 관악구 대학길 57,오삼숙이,한식_일반,0507-1415-5332,삼겹살숙주김치,8500.0,,,,
서울특별시 관악구 신림로21길 39,오제커피,기타요식업,0507-1332-9435,아메리카노,1500.0,카페라떼,2800.0,,
서울특별시 관악구 청룡7길 41 (봉천동),옥천골,한식_일반,02-877-8292,돌솥추어탕,10000.0,김치찌개,7000.0,,
서울특별시 관악구 장군봉2길 17 1층,용미용실,미용업,02-883-0539,커트,10000.0,파마,30000.0,,
서울특별시 관악구 인헌6길 24,우리동네고기집,한식_육류,02-871-9938,삼겹살,10800.0,소고기(등심),18000.0,,
서울특별시 관악구 남부순환로216길 8 (봉천동),원조정가네매운갈비찜,한식_일반,02-883-0250,삼계탕,14000.0,삼겹살,15000.0,,
"서울특별시 관악구 은천로23길 14 (봉천동,유창빌)",유창숯불갈비,한식_육류,02-883-5759,삼겹살,12000.0,된장찌개,5000.0,김치찌개,6000.0
서울특별시 관악구 봉천로 609 2층,이레삼계탕,한식_일반,02-877-8833,삼계탕,14000.0,,,,
서울특별시 관악구 봉천로 575-1 (봉천동),이모네식당,한식_일반,02-872-1233,제육볶음,8000.0,,,,
서울특별시 관악구 남부순환로 1869-6 1층,이태리네모면,양식,02-877-4367,까르보나라,7500.0,알리오올리오,7000.0,,
서울특별시 관악구 관악로 237,임가네칼국수,한식_면류,02-882-2626,바지락칼국수,8000.0,물냉면,7000.0,비빔냉면,7000.0
서울특별시 관악구 호암로24길 57 (신림동),장우동,한식_분식,02-878-5583,돈가스,8000.0,,,,
서울특별시 관악구 봉천로13길 7 (봉천동),재경헤어라인,미용업,02-889-8241,커트,8000.0,파마,20000.0,,
서울특별시 관악구 신림로17길 53 지하1층,점핑다이어트,기타비요식업,,점핑운동(주2회),60000.0,점핑운동(주3회),80000.0,,
서울특별시 관악구 호암로 561-1 (신림동),정미용실,미용업,02-867-5676,파마,18000.0,커트,6000.0,,
서울특별시 관악구 인헌6길 24,정직한명품한우,중식,0507-1417-9934,탕수육(특대),13000.0,,,,
서울특별시 관악구 남부순환로233길 13 1층,종로이용원,이용업,,커트,10000.0,,,,
서울특별시 관악구 난우길 39,종베이커리,기타요식업,02-868-0887,아메리카노,2000.0,카페라떼,2500.0,,
서울특별시 관악구 남부순환로141길 14 (신림동),진미정,한식_일반,02-868-1206,백반,7000.0,,,,
서울특별시 관악구 신원로 16,짜장면집,중식,070-8210-3345,짜장면,5000.0,짬뽕,6000.0,,
서울특별시 관악구 남부순환로 1620,착한 미용실 원.투.쓰리,미용업,02-424-2565,커트(남자),7000.0,커트(여자),9000.0,파마(쇼트),17000.0
서울특별시 관악구 관천로 49,착한생칼국수,한식_면류,,칼국수,5000.0,칼국수보리밥(꽁보리밥정식),6000.0,,
서울특별시 관악구 시흥대로 572 3층,착한세상미용실본점,미용업,02-154-4142,커트,6000.0,파마,20000.0,,
서울특별시 관악구 남부순환로 1932 지하1층,챔프골프연습장,기타비요식업,02-874-0287,월이용료,100000.0,,,,
서울특별시 관악구 남부순환로244길 26 지하1층,청년밥상문간 낙성대점,한식_일반,0507-1333-6031,김치찌개,3000.0,,,,
"서울특별시 관악구 관악로 105 1층(봉천동, 동산빌딩)",청진동해장국,한식_면류,02-875-9882,물냉면,7000.0,뚝배기불고기,7000.0,,
서울특별시 관악구 신원로 23 (관악종합시장 108호),초밥아저씨,일식,02-3281-2820,모듬초밥(10P),5000.0,특모듬초밥(15P),11000.0,가족모듬초밥(20P),16000.0
서울특별시 관악구 남부순환로 143길 29,코알라김밥,한식_일반,02-867-9978,김밥,3000.0,참치김밥,4000.0,,
서울특별시 관악구 신사로20길 13 1층,크리스탈헤어,미용업,02-856-7177,커트,13000.0,파마,40000.0,,
서울특별시 관악구 신림로22길 5 (신림동),토방닭한마리,한식_일반,02-874-6895,닭한마리(2인분),26000.0,,,,
서울특별시 관악구 봉천로 595-1 (봉천동),투가리(청년밥집),한식_일반,,김치찌개,6900.0,비빔밥,5400.0,,
서울특별시 관악구 난곡로 232 1층(신림동),풍년집본가,한식_육류,02-852-3636,삼겹살(300g),18000.0,냉면,7000.0,,
서울특별시 관악구 관악로 266,프로젝트헤어,미용업,02-872-3092,커트,13000.0,파마,35000.0,,
서울특별시 관악구 호암로22길 57,피오레,미용업,02-206-0477,커트,8000.0,파마,35000.0,,
서울특별시 관악구 청룡길 30 (봉천동),한성이발관,이용업,,커트,12000.0,,,,
서울특별시 관악구 양지2길 24 (신림동),행복한미용실,미용업,02-889-1882,커트,6000.0,파마,20000.0,,
서울특별시 관악구 행운1길 48,행운동 한식 분식,양식,02-883-8852,김밥,2500.0,된장찌개,5500.0,,
서울특별시 관악구 호암로26길 72,허수아비,한식_일반,02-887-1187,돈까스,8000.0,치킨까스,8000.0,,
서울특별시 관악구 은천로 95 벽산블루밍상가 4층,헤어디자인하우스,미용업,02-3285-8002,커트(남성),6000.0,파마,20000.0,,
서울특별시 서초구 사임당로178 지하1층 103,꽃보다 라면,한식_일반,02-521-6225,꽃보다라면 정식,7000.0,,,,
서울특별시 서초구 강남대로39길 15-10,돈스라,한식_일반,02-521-4465,돈까스,10000.0,매운돈까스,11000.0,김치볶음밥,10000.0
서울특별시 서초구 사임당로 113 (서초동) 1층,두리두리식당,한식_일반,02-598-2163,백반,8000.0,순두부찌개,8000.0,청국장찌개,8000.0
서울특별시 서초구 사임당로178 지하1층 104,들름집,한식_일반,02-585-8449,불해물쌀국수,9000.0,멍게비빔밥,10000.0,골뱅이비빔밥,10000.0
서울특별시 서초구 동광로75 2층,루아룸,미용업,02-537-4117,다운펌,30000.0,,,,
서울특별시 서초구 명달로 58 (서초동) 1층 104호,마실,기타요식업,02-522-2229,매콤볶음면,9000.0,냉쌀국수,9000.0,,
서울특별시 서초구 남부순환로356길 39 39 2층,만두랑,한식_일반,02-573-7577,만두전골,8000.0,,,,
서울특별시 서초구 반포대로28길8,미각,한식_일반,02-585-9095,선지해장국,9000.0,차돌된장찌개,9000.0,김치전골,9000.0
서울특별시 서초구 나루터로 37 (잠원동) 신사쇼핑센터 3층 302호,미래스포츠클럽,기타비요식업,0507-1407-1684,어린이 스포츠 강습,90000.0,스포츠,90000.0,,
서울특별시 서초구 서초대로 108,미미치킨,한식_일반,02-586-7130,후라이드치킨,18000.0,양념치킨,19000.0,후라이드반/양념반,19000.0
서울특별시 서초구 강남대로41길 18 2층,미소마을,한식_일반,02-584-9199,순두부,10000.0,백반,10000.0,된장찌개,10000.0
서울특별시 서초구 사임당로178 지하1층 106,밥심,한식_일반,02-598-7408,비빔밥,7000.0,제육볶음,8000.0,소불고기,9000.0
서울특별시 서초구 방배중앙로 62 (방배동) 남포빌딩 103호,버팔로스팟,기타요식업,0507-1324-3242,오리지널 버팔로윙,21000.0,웨지감자,8500.0,,
서울특별시 서초구 명달로 58 (서초동) 1층 103호,사라스칼국수,한식_일반,02-586-5678,닭칼국수,10000.0,,,,
서울특별시 서초구 강남대로95길 55,소앤돼지,한식_일반,,한우된장전골,8000.0,김치전골,8000.0,제육볶음,9000.0
서울특별시 서초구 남부순환로347길 64 1층,억불산,한식_일반,02-587-0335,제육쌈정식,9000.0,오징어제육,10000.0,버섯불고기,10000.0
서울특별시 서초구 서초중앙로8길 106 (서초동) 1층,우리집,한식_일반,02-3472-8842,김치찌개,8500.0,된장찌개,8500.0,,
서울특별시 서초구 서초중앙로24길 43 지114호,은순이네 반찬가게,한식_일반,02-501-5060,코다리,6000.0,두부조림,3000.0,,
서울특별시 서초구 반포대로22길 14-3,코지헤어,미용업,02-347-5033,컷트,16000.0,,,,
서울특별시 서초구 서초대로51길 30 1층,크러스트,기타요식업,070-4123-3899,흑임자바게트,3600.0,뺑오쇼콜라,3800.0,,
서울특별시 서초구 서초대로50길82,탐라도야지,한식_일반,02-521-3337,양지 된장찌개,8000.0,김치말이국수,7500.0,제육쌈정식,9000.0
서울특별시 서초구 신반포로43길 45,플로우,기타요식업,070-7779-5577,아메리카노,3500.0,카페라떼,4000.0,콜드브루,4500.0
"서울특별시 서초구 방배로13길 18 (방배동, 방배아크로타워) .",한나미용실,미용업,02-585-4042,컷트,13000.0,펌,35000.0,,
서울특별시 서초구 마방로10길 18-15,행복밥상,한식_일반,02-536-8825,웰빙비빔밥,8000.0,순두부,8000.0,제육볶음,10000.0
서울특별시 강남구 역삼로11길 13-8 (역삼1동) 지상1층 101호,J&J뷰티샵,미용업,,기본컷트,12000.0,뿌리염색,25000.0,기본펌,39000.0
서울특별시 강남구 일원로3길 10 (일원1동),M&M미용실,미용업,02-341-3727,컷트,7000.0,일반펌,20000.0,드라이,10000.0
"서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로빌, 대림아크로텔) B01층 11호",正닭곰탕,한식_육류,02-2187-6358,닭곰탕,8500.0,,,,
서울특별시 강남구 테헤란로25길 20 210호,강남불고기,한식_육류,02-552-6464,생삼겹살(200g),15000.0,옛맛서울불고기(250g),17000.0,,
서울특별시 강남구 테헤란로25길 20 2층,강남손제비,한식_면류,02-219-3599,손수제비,7000.0,콩나물보리비빔밥+미니수제비,9000.0,,
서울특별시 강남구 강남대로84길 33 (역삼1동),고등어식당,한식_일반,02-205-0095,묵은지고등어조림,9000.0,김치찌개,9000.0,돌솥비빔밥,9000.0
서울특별시 강남구 도곡로7길 25 (역삼동) 2층,고불초삼겹,한식_육류,02-563-6417,생삼겹살(180g),16000.0,목살(180g),15000.0,가브리살(150g),16000.0
서울특별시 강남구 논현로72길 20 (역삼2동) 지하1층,고향한식부페,한식_일반,02-345-8050,한식부페,7000.0,,,,
서울특별시 강남구 봉은사로114길 42 (삼성동) 1층,국수마을,한식_면류,02-3288-3005,마을국수,5000.0,비빔국수,6000.0,제육덮밥,7000.0
서울특별시 강남구 논현로4길 47 (개포4동),김밥여행,한식_일반,02-571-0747,김치볶음밥,8000.0,일반김밥,3000.0,유부우동,7000.0
서울특별시 강남구 개포로22길 13 (개포4동),노숙자아구샤브샤브,한식_일반,02-577-5017,대구탕.지리,7000.0,아구탕.지리,7000.0,해물된장비빔밥,7000.0
서울특별시 강남구 개포로 652 (일원1동)빌딩스타3 지상1층 101호,누렁국수,한식_면류,02-431-0045,진국수(사골육수),7000.0,우국수,7000.0,육장국수,8000.0
서울특별시 강남구 개포로22길 31 (개포4동),다복콩비지,한식_일반,02-573-2057,오리육개장,9000.0,된장찌개,8000.0,순두부찌개,8000.0
서울특별시 강남구 언주로 407 (역삼동),다시사랑한다면,한식_면류,02-555-0451,잔치국수,5000.0,국밥,6000.0,닭국수,6000.0
서울특별시 강남구 개포로 621 (개포동) B102호,대청분식,한식_일반,02-222-2928,어묵우동,6000.0,등심돈까스,8000.0,육개장,8000.0
서울특별시 강남구 삼성로 212 (대치2동),대치동영지,한식_일반,02-565-1114,닭곰탕,9000.0,비빔밥,8500.0,,
서울특별시 강남구 논현로 76길 8 (역삼2동) 1층,대풍참숯갈비,한식_육류,02-564-6563,삼겹살(200g),17000.0,돼지왕갈비(250g),17000.0,와규갈비살(150g),23000.0
서울특별시 강남구 일원로9길 58,돈가네,한식_육류,02-222-1807,숯불생삼겹살(200g),15000.0,숯불돼지갈비(250g),15000.0,,
서울특별시 강남구 테헤란로 322 (역삼2동) 지하층 124호,돈까스리,양식,02-218-0714,돈까스,7000.0,카레덮밥,7000.0,가쓰오우동,6000.0
서울특별시 강남구 개포로 250 (개포동) 103호,돈바치,일식,070-7778-8300,우동,5500.0,규동,7200.0,카츠동,8000.0
서울특별시 강남구 남부순환로361길 6 1층,마포갈비,한식_육류,02-346-9955,돼지갈비(250g),16000.0,생삼겹살(200g),16000.0,된장찌개,7000.0
서울특별시 강남구 개포로 109길 5 (개포동) 106호,만나식당,한식_일반,02-451-8886,칼국수,5000.0,칼만두,6000.0,,
서울특별시 강남구 광평로56길 11 (수서동) 수서아파트상가 103호,만아정육점식당,한식_육류,02-459-9488,삼겹살(180g),13000.0,목살(180g),13000.0,돼지모듬(180g),13000.0
서울특별시 강남구 개포로 638 (일원1동) 지상1층,맛있는돈까스,양식,02-459-5278,일반돈까스,9000.0,카레밥,6000.0,육개장,7000.0
서울특별시 강남구 역삼로 133 (역삼1동) 지상1층 1호,명동만두,한식_일반,02-205-7776,수제고기떡만두국,7500.0,수제고기만두국,7500.0,수제만두얼큰탕,7500.0
서울특별시 강남구 역삼로8길 5 (역삼동),미테리언육식주의자,한식_육류,02-566-2238,와규꽃등심(150g),24000.0,마늘간장소갈비살(150g),19000.0,삼겹살(180g),17000.0
서울특별시 강남구 강남대로92길 29 (역삼1동),바우골화로구이,한식_육류,02-568-6721,양념돼지갈비찜,10000.0,된장찌개,8000.0,양념돼지왕갈비(250g),17000.0
서울특별시 강남구 개포로 668 1층,북청김치찌개,한식_일반,,김치찌개,7000.0,콩비지찌개,7000.0,비빔밥,7000.0
서울특별시 강남구 논현로136길 5-3 (논현2동) 지상1층 103호,비바비보 앤 호프,양식,02-545-5982,까르보나라,8900.0,알리오올리오,8900.0,로제스파게티,8900.0
서울특별시 강남구 테헤란로 313 성지하이츠 B107호,빨강우산 부대찌개,한식_일반,02-558-1033,부대찌개,9000.0,,,,
서울특별시 강남구 강남대로94길 55 (역삼1동) 2층,사랑의 도시락,한식_일반,02-557-1733,한식뷔페,8000.0,,,,
서울특별시 강남구 선릉로86길 16 (대치4동) 지상1층,사천옥,한식_일반,02-539-1075,가정식백반,8000.0,삼겹살(200g),15000.0,,
서울특별시 강남구 테헤란로 322 (역삼동) 지하2층,삼탱이시래기밥,한식_일반,02-218-3078,시래기밥정식,9000.0,들깨시래기국밥,7000.0,들깨미역국,7000.0
서울특별시 강남구 개포로22길 41 (개포4동) 1층 101호,서희네,한식_일반,070-8151-7281,고등어구이,9000.0,생오겹살(200g),15000.0,순두부찌개,9000.0
서울특별시 강남구 강남대로240 (도곡1동) 지하1층 B111,석화촌,한식_일반,02-573-5756,불고기덮밥,8500.0,양푼비빔밥+된장찌개+된장찌개,8500.0,순두부찌개,8500.0
서울특별시 강남구 삼성로 151 (대치1동) 선경상가 지하1층 13호,선경헤어샾,미용업,02-566-3019,커트,12000.0,파마일반,40000.0,,
서울특별시 강남구 개포로 615 (일원2동) 지하115호,소담,한식_일반,02-341-0010,차돌된장찌개,8000.0,육개장,8000.0,뚝배기불고기,8000.0
서울특별시 강남구 영동대로96길 37 2층,소울담은 퓨전요리,한식_일반,02-508-8708,김치찌개,7000.0,제육쌈밥,7000.0,순두부찌개,7000.0
서울특별시 강남구 역삼로 207 1층,송송카레,일식,02-553-0527,카레,7000.0,치즈카레,8000.0,고로케 카레,8000.0
서울특별시 강남구 강남대로84길 33 (역삼1동) 지하1층 114호,수미정,한식_일반,02-556-5080,순두부찌개,9000.0,된장찌개,8000.0,제육볶음,9000.0
서울특별시 강남구 광평로 232 (수서동) 1층,수서골목냉면,한식_면류,02-451-7158,냉면,8000.0,명태회냉면,10000.0,돌솥비빔밥,8000.0
서울특별시 강남구 개포로 615 (일원2동) 지하1층 110호,수타손짜장,중식,02-451-9763,손짜장,7000.0,짜장+짬뽕set,9000.0,탕수육+짜장set,10000.0
서울특별시 강남구 개포로20길 17 (개포4동),숙아채 콩나물국밥,한식_일반,02-571-4441,콩나물국밥,6000.0,콩나물비빔밥,7000.0,녹두전,10000.0
서울특별시 강남구 일원로 28 (일원동) 1층,스트리트 팬케이크,기타요식업,02-3412-1075,팬케이크2장 ,3900.0,아메리카노,2500.0,착즙주스,3500.0
"서울특별시 강남구 테헤란로 313 (역삼동) B01, 3호",시골밥상,한식_면류,02-561-4667,멸치국수,5000.0,비빔밥,7000.0,수제떡갈비정식,7500.0
서울특별시 강남구 학동로 504 (삼성1동) 서울빌딩 101호,시골청국장,한식_일반,02-548-0171,청국장,8000.0,오겹살(150g),15000.0,비빔밥,7000.0
서울특별시 강남구 남부순환로 2629 (도곡1동),신토불이 정육식당,한식_육류,02-346-4635,한우생등심(200g),38000.0,돼지왕갈비(300g),15000.0,오겹살(200g),13000.0
서울특별시 강남구 논현로151길 29 (신사동) 1층 101호,알리파스타,양식,02-518-1125,클래식,7000.0,알리오올리오,8000.0,통새우볶음밥,7500.0
서울특별시 강남구 논현로151길 26 (신사동),양구식당,한식_일반,02-548-5848,닭곰탕국밥,9000.0,닭칼국수,8000.0,닭뚝배기볶음탕,9000.0
서울특별시 강남구 언주로125길 5 (논현동) B01층,엄마밥상,한식_일반,02-540-5181,된장찌개,8000.0,제육정식,8000.0,오겹살(200g),15000.0
서울특별시 강남구 언주로 314 (역삼2동),엄마손김밥,한식_일반,02-554-5733,김치볶음밥,6000.0,생야채비빔밥,6000.0,카레라이스,6000.0
서울특별시 강남구 선릉로90길 70 (대치4동) 인텔빌딩 지상1층,여신김밥,한식_일반,02-501-0925,김치돌솥밥,8500.0,오뎅정식,9000.0,우동정식,9000.0
서울특별시 강남구 역삼로19길 31 (역삼1동),역삼정,한식_일반,02-539-7107,고추장불고기,10000.0,청국장,9000.0,부추된장비빔밥,8000.0
서울특별시 강남구 강남대로 520 (논현1동),영동원삼겹살,한식_육류,02-541-5090,삼겹살(150g),6500.0,생오겹살(150g),8500.0,,
서울특별시 강남구 개포로17길 3-10 (개포4동) 지상1층,영심이네집밥,한식_면류,02-529-5317,바지락칼국수,8000.0,김치찌개,8000.0,된장찌개,8000.0
서울특별시 강남구 역삼로 420 (대치4동) 지상1층 102호,왕가네왕만두,한식_일반,02-555-0208,고기왕만두,5000.0,제육덮밥,7500.0,김치볶음밥,7000.0
서울특별시 강남구 역삼로4길 16 성우스타우스 103호,왕두꺼비 부대찌개,한식_일반,02-218-1233,부대찌개,9000.0,,,,
서울특별시 강남구 개포로82길 13-17 (개포2동) 2층 2호,우리생고기,한식_육류,02-577-7740,생삼겹살(200g),17000.0,생목살(200g),17000.0,된장찌개,7000.0
서울특별시 강남구 도곡로4길 9 (도곡1동) 2층,원할매이모네닭한마리,한식_일반,02-346-8555,닭곰탕,8000.0,닭칼국수,8000.0,뚝배기닭볶음탕(1인),9000.0
